id,ref,pred,wer,len,weighted_wer,duration
U_fe2187e909e87171,rude,rude,0.0,1,0.0,0.886
U_fe2bf88928f18985,frog,frog,0.0,1,0.0,1.281
U_fe2d1b608c5ac142,jerky,jerky,0.0,1,0.0,1.083
U_fe2f43542133618a,they're playing with blocks,they're playing with blocks,0.0,4,0.0,1.852
U_fe31a901f8038b0b,yes,yes,0.0,1,0.0,0.734
U_fe4d02b48bc7a864,stir,stir,0.0,1,0.0,0.712
U_fe4e9d161ed84405,red,red,0.0,1,0.0,0.872
U_fe53c5f67b46015d,a fake baby that eated stuff,a big baby that eat it and stuff,0.6666666666666666,6,4.0,3.485
U_fe5468952fd511ee,france,france,0.0,1,0.0,2.74
U_fe5a97c2f1e0a050,they think he ate the frog,i think he ate the frog,0.1666666666666666,6,1.0,2.595
U_fe5acbd614364998,strong,strong,0.0,1,0.0,0.913
U_fe670ed2eb139207,like this,like this,0.0,2,0.0,0.729
U_fe69f86258fc2453,three friends are walking home from school,we found a rocket home from school,0.5714285714285714,7,4.0,3.1
U_fe6cd31efdb0e358,ladder,ladder,0.0,1,0.0,1.094
U_fe74d70bd8833c81,oh,oh,0.0,1,0.0,0.591
U_fe75e5160b1aa889,she stuck with that name,she's stuck with that name,0.2,5,1.0,3.07
U_fe7880eb7cbae05b,feeding her teddy bear,deon and her teddy bear,0.5,4,2.0,2.745
U_fe7c7e3e1b5d53eb,r,r,0.0,1,0.0,1.021
U_fe875b99785e3738,he went up to the doctor,he went up to the doctor,0.0,6,0.0,2.3
U_fea082a7cc81915a,raw,raw,0.0,1,0.0,1.066
U_fea81895d8fadc19,sword,sword,0.0,1,0.0,0.839
U_feb02072c9d9bc0c,drum,drum,0.0,1,0.0,1.327
U_feb167e29c576c59,weird,weird,0.0,1,0.0,1.044
U_feb9e6f99729c16c,a lab,a lamp,0.5,2,1.0,2.418
U_febaa98651215b21,halloween,halloween,0.0,1,0.0,1.293
U_fec8557c40021786,a chain,a tank,0.5,2,1.0,1.168
U_fed06eeebc162191,duck bug cup tub,duck bug cup tub,0.0,4,0.0,3.872
U_fed22648ceafcb2c,our,our,0.0,1,0.0,0.8
U_fed3b522b06afa63,run,run,0.0,1,0.0,0.759
U_fee444aa0dbc40fc,arizona,arizona,0.0,1,0.0,1.978
U_fef331d747fc0015,sir,sir,0.0,1,0.0,0.778
U_fef8fe6e0e913c0b,kangaroo got a purple one,kangaroo got a purple one,0.0,5,0.0,2.221
U_fefb1db43b2ca8d2,okay,okay,0.0,1,0.0,1.25
U_ff06e85189eae407,so you get sugar,so you get sugar,0.0,4,0.0,4.217
U_ff0da047db9e58e4,is this going to,is this going to,0.0,3,0.0,0.644
U_ff188296f0482093,he's going to go in the waterfall,he's going to go in the waterfalls,0.125,6,0.75,2.47
U_ff22973fd28912d8,now we have two slides,now we have two slides,0.0,5,0.0,2.834
U_ff2a3239239d6277,toes,toes,0.0,1,0.0,1.147
U_ff2df83366dd9612,wrap,wrap,0.0,1,0.0,0.761
U_ff34e3d1c389b145,four,four,0.0,1,0.0,0.726
U_ff3585ec7586a80d,brother,brother,0.0,1,0.0,0.839
U_ff3bd741cc7f5a6d,key k,key k,0.0,2,0.0,2.512
U_ff4559a787a24df7,and he's dreaming of being a pilot,and he's dreaming of being a pilot,0.0,7,0.0,2.976
U_ff48055ef630c178,rain,rain,0.0,1,0.0,1.139
U_ff4ba4ff78e6a2af,that's the way,that's the way,0.0,3,0.0,1.124
U_ff5e303a56ff3582,and here's a highchair,and here's a hi sherry,0.4,4,1.6,2.973
U_ff697649833fa167,crutches,crutches,0.0,1,0.0,1.704
U_ff716ecd006bf948,um they're,um they're,0.0,2,0.0,2.31
U_ff75e17010a9ea7f,no it isn't it's cute,it's cute,0.5714285714285714,5,2.8571428571428568,1.906
U_ff8bcf99af0a2b47,yes,yes,0.0,1,0.0,0.863
U_ffa2b24e5efbda47,dark,dark,0.0,1,0.0,0.719
U_ffada10a7e809b7b,isn't it,isn't it,0.0,2,0.0,1.011
U_ffb40ffab2371363,um i think he's flying,um i think he's flying,0.0,5,0.0,5.674
U_ffc4c70dbfb917c3,wreath,wreath,0.0,1,0.0,0.987
U_ffd61f10554c3d0e,spider s,spider s,0.0,2,0.0,1.781
U_ffdc41b7e792985e,board,bore,1.0,1,1.0,1.049
U_fffa429811022a1b,v,z,1.0,1,1.0,0.905
U_fffa76ef6de1bd43,truck,truck,0.0,1,0.0,1.082
U_000f9c85e2233024,well um the more batteries you get the more washers you can get the more winds you can get the more washers you can get the more you could get all of them maybe,well um the more batteries you get the more washers you can get the more winds you can get the more washers you can get the more boats boats you could get all of them maybe,0.0606060606060606,34,2.060606060606061,12.56
U_0010abff8cdd6eb9,well what like i can see is um well the a and the c there's a wire connecting them,well what i can see is um well the and the c there's a wire connecting them,0.1052631578947368,19,2.0,8.903
U_00252c33f9b04daa,well we've been doing fractions and we've been doing a lot of measurement,well we've been doing fractions and we've been doing a lot of measurement,0.0,13,0.0,5.506
U_0044e3ebbb89e588,on the bottom facing horizontally,on the bottom facing horizontally,0.0,5,0.0,3.548
U_005da175ebb3b53d,cream,cream,0.0,1,0.0,1.3
U_006ab8d6c709a989,they're both cells,they're both,0.25,3,0.75,1.517
U_0073b5b0c67c66a2,a dog with d,dog dog woody,0.75,4,3.0,2.089
U_007b73be7588c361,we like use it for like math and we use it for like w we use like measurement cups syringe liters that kind of stuff,we like used it for like math and we used it for like w w we used like measurement count syringe liters that kind of stuff,0.2,25,5.0,13.541
U_009316876c2db05c,we've been learning about the human body,we've been learning about the human body,0.0,7,0.0,3.542
U_00a95a27f6df8fb4,a cat,a cat,0.0,2,0.0,1.386
U_00af0fa6223b0a0e,ate,ate,0.0,1,0.0,1.77
U_00c258a4dc424c18,whenever the bell rings walk through those doors,whenever the bell rings walk through those doors,0.0,8,0.0,5.18
U_00dc0ce766463560,i couldn't but,i couldn't but,0.0,3,0.0,1.597
U_00e614075f1ad2d3,his friend has an old guitar that you could borrow if you would like,his friend has an old guitar that you could borrow if you would like,0.0,14,0.0,7.27
U_00f2a7b9bc6ebcd5,the molecules are close together and baking soda and they are like around closeish in the water and and the vinegar they are free,the molecules are close together in the baking soda and they're like around close ish in the water and in the vinegar they're pretty far apart,0.3333333333333333,24,8.0,24.716
U_00fe23db2d4d267c,red,red,0.0,1,0.0,0.82
U_010c977fe0ca808d,okay,okay,0.0,1,0.0,0.537
U_010fa56c25f8c4c2,help you digest food after your stomach and then it goes down into your rectum which is when which is what your food goes through before you like poop it out,help you digest your food after your stomach and then it goes down into your rectum which is when which is what your food goes through before you like poop it out,0.032258064516129,31,1.0,10.008
U_0110953bbb291199,ask,ask,0.0,1,0.0,1.94
U_0113583466a1ef7d,it makes the magnetic fields smaller making the magnets do not stick,it makes the magnetic field smaller making the magnets not stick,0.1666666666666666,12,2.0,7.527
U_0116eeaf2ed23931,no it won't happen,no it won't happen,0.0,4,0.0,1.75
U_0120ebff0b6bf83c,i think if there's a like in the back there which runs it on the electricity once it connected to an electricity source or an energy source,i think that there's a motor like in the back there which runs it on electricity once it's connected to an electricity source or a energy source,0.2592592592592592,27,7.0,22.369
U_01284badf74c78d4,not really,not really,0.0,2,0.0,1.02
U_015236777dc1bcf0,one big system,one big system,0.0,3,0.0,1.978
U_0157c90749a91d52,but they're all pushed by the boy you see,but they're all pushed by the boy you see,0.0,9,0.0,2.92
U_01657b7f8b710b2d,it will give off like a like it will pollute because it will like it will like burn in the air and then itll give out pollution that's why cause pollute and that will hurt the environment because then it causes global warming which runs down glaciers which will eventually put towards water in the ocean and it's a long story,it will give off like a like it'll pollute cause it'll like it'll like burn in the air and then it'll give off pollution that's why cars pollute and that will hurt the environment cause then it causes global warming which runs down glaciers which will eventually put too much water in the ocean and it's a long story,0.1967213114754098,61,12.0,25.173
U_017531b598109143,says that mouth breaks breaks food down in smaller pieces with teeth and saliva i already knew that by watching a video just to let you know,that mouth breaks down breaks food down in smaller pieces with teeth and saliva i already knew that by watching a video just to let you know,0.074074074074074,27,2.0,10.166
U_01a14298eb3b61b4,it gives electricity to the solar cell and the motor starts to run,it gives electricity to the solar cell and the motor starts to run,0.0,13,0.0,4.425
U_01a955cedafc77f7,it's the salt that gets dissolved and the mixture turns into a solution,it's the salt that gets dissolved and the mixture turns into a solution,0.0,13,0.0,6.328
U_01ad4e1c46ca1a2a,finding out how uh heavy or long or high something is,finding out how uh heavy or long or high something is,0.0,11,0.0,7.283
U_01af47818ee88888,the electricity's coming out of the negative side of the d cell and going into um part of a battery c coming out the bottom of the battery and going into another i mean not the battery um the light bulb going into part of the light bulb and out the bottom of the light bulb and going into another light bulb and coming out the bottom of the light bulb and going into the positive side of the d cell,the electricity's coming out of the negative side of the d cell and going into um part of a battery and coming out the bottom of the battery and going into another i mean not the battery um the light bulb going into part of the light bulb and out the bottom of the light bulb and going into another light bulb and going out the bottom of the light bulb and going into the positive side of the d cell,0.025,81,2.025,26.256
U_01b6792b0223219a,uh that would repel,er that would repel,0.3333333333333333,4,1.3333333333333333,1.269
U_01bf8cca0d43cd92,alright,alright,0.0,1,0.0,1.775
U_01cc81be4fde0458,it involves more than one thing,it involves more than one thing,0.0,6,0.0,3.636
U_01d9b82a157f28ac,i don't i don't know,i don't i don't know,0.0,5,0.0,3.02
U_01de4e7e9333aa8f,um the lungs the blood the nose the mouth and that's pretty much it,the lungs the blood the nose and mouth and that's pretty much it,0.0714285714285714,14,1.0,8.473
U_02051dc154f60df8,it's a solution,it's a solution,0.5,3,1.5,2.497
U_022934c79ba29a8f,we'd have to shed our clothes,we'd have to shed our clothes,0.0,6,0.0,2.126
U_022a885a5f90e004,it is evaporating,it is evaporating,0.0,3,0.0,1.594
U_023b94fcc04d6159,no because the plant doesn't have a nose to breathe in the air,no because the plant doesn't have a nose to breathe in the air,0.0,13,0.0,4.162
U_023fe9dca3cf098e,first one is is attached to the light bulb and um the minus thing is attached to the wire and the wire is attached to the side of the light bulb and that's um when the electricity go,first sign is is attached to the light bulb and um the minus thing is attached to the wire and the wire is attached to the side of the light bulb and that's um when the electricity goes,0.054054054054054,38,2.0540540540540544,18.335
U_024b3da49500215e,good bye,good bye,0.0,2,0.0,0.559
U_024d97ba708ae6b5,no because animals have four legs and we have two legs,no because animals have four legs and we have two legs,0.0,11,0.0,3.517
U_024e015fbb576798,well um when we were tes well um,well um when we were test well um,0.1666666666666666,8,1.3333333333333333,8.654
U_025434d5df955ab2,the salt water is a solution is heavier than the water,the salt water the salt solution is heavier than the water,0.1818181818181818,11,2.0,8.014
U_025462868f57f8ed,um the regular rock is not a conductor it's an insulator,um the regular rock is not a conductor it's an insulator,0.0,11,0.0,5.145
U_02570e3eeecab6b6,i bl l no it was colder than room temperature,i believe no it was colder than room temperature,0.2,10,2.0,3.589
U_0272c70677803596,yes we do that in in case it you n there's no inches no feet nothing beside the only u on they only use the metric system,yes we do that in increase it you n there's no inches no feet nothing beside they only u on they only use the metric system,0.1071428571428571,27,2.892857142857143,12.055
U_0279016df972b2c4,frog,frog,0.0,1,0.0,2.32
U_027e75da811e4e37,studying about magnets and how to take them apart and how much weight it takes to pull 'em apart and and why they some like if it's on the opposite side they'll push together,i was talking about magnets and how to take them apart and how much weight it takes to pull them apart and and why they some like if it's on the opposite side don't push together,0.1666666666666666,34,5.666666666666666,18.087
U_027f4f7e466fca5f,the children can play but they need to be quiet,the children can play but they need to be quiet,0.0,10,0.0,3.47
U_028312e8b8b03e4f,a carnivore,a carnivore,0.0,2,0.0,1.185
U_028a7132a7df8209,old,old,0.0,1,0.0,2.66
U_028dfae0ae515f23,fish,fish,0.0,1,0.0,1.64
U_0290a6013d150036,the one on the left weighs less than the one on the right cause the salt was added to the one on the right,the one on the left weighs less than the one on the right because the salt was added to the one on the right,0.0416666666666666,24,1.0,9.208
U_0293410315cd45c1,i don't know,i don't know,0.0,3,0.0,1.978
U_02a91970d5e47983,this has to do uhm with the yeast experiment in science and what we did was we had yeast in a bag with some water and then we put a uhm cookie in the bag with it to see if that affected or broke the yeasts dormancy,this has to do with the yeast experiment we did in science and what we did was we had yeast in a bag with some water and then we put a cookie in the bag with it to see if that affected or broke the yeast's dormancy,0.1276595744680851,47,5.999999999999999,23.927
U_02af9c7b634d1779,throughout the winter penguin eggs are kept warm on their fathers feet,throughout the winter penguin ants are kept warm and climb their fathers feet through it,0.4166666666666667,12,5.0,9.49
U_02da060fd938d76a,when you pour onto the earth material it goes through on some materials it doesn't it sticks stays up some drops go down and the rocks all rocks can't um when you pour water on 'em the it goes much more faster because it has holes,when you pour it onto the earth material it goes through on some materials it does it it sticks stays up some drops go down and the rocks all the rocks can um you pour water on them the it goes much more faster because it has holes,0.1276595744680851,46,5.872340425531914,19.081
U_02e1d4ded323acb8,phone,phone,0.0,1,0.0,1.64
U_02ea4f4a55be13bc,i don't get it,i don't get it,0.0,4,0.0,1.184
U_02ed2fdd8082440a,learning about mixtures,learning about mixtures,0.0,3,0.0,2.151
U_02f265f0e6682e81,mmm hmm uh smaller,uh smaller,0.0,4,0.0,3.988
U_0304a1d20872cb8a,yes,yes,0.0,1,0.0,1.725
U_03076d93fe3b392e,the stomach holds the food and tell its ready to go down into the intestines,the stomach holds the food until it's ready to go down into the intestines,0.2,15,3.0,5.378
U_030fa10fc30b8414,they can not be easily separated they generally have to be separated by evaporation,they can not be easily separated they generally have to be separated by evaporation,0.0,14,0.0,15.533
U_0311e71ef065caf3,two hold the plane on the fishing wire,to hold the plane on the fishing wire,0.125,8,1.0,2.716
U_0311fa1e04e0d455,my oldest brother is easily taller than all our cousins,my oldest brother is easily taller than all our cousins,0.0,10,0.0,5.63
U_03199a17c86c0e1a,probably my camelback water bottle cause i don't really know the volume,probably my camel back water bottle cause i don't really know the volume,0.1538461538461538,12,1.8461538461538465,6.43
U_031f2afb44821267,i noticed that the more batteries there are the more washers there are,i notice that the more batteries there are the more washers there are,0.0769230769230769,13,1.0,4.545
U_0326da1a6c829167,i just told you listen,i just told you listen,0.0,5,0.0,3.713
U_03375f937ec44aa7,the marbles are staying on top of the filter because it's too big they're too big to get go through,the marbles are staying on top of the filter because it's too big they're too big to go through,0.0454545454545454,20,0.9090909090909092,5.896
U_0347670729718896,i notice that electricity's i guess i don't know,i notice that electricity is flowing with them i guess i don't know,0.2727272727272727,9,2.454545454545454,10.97
U_034981c99c2d8002,well for a um in the thick stack the um paper clip it can't stick on because the um thick stack it's too um far ap it's too thick so it the magnetism doesn't work as well as it could with the thin,well for um in the thick stack the um paper clip it can't stick on because the um stick stack it's too um far it's too thick so it the magnetism doesn't work as well as it could with a thin,0.0930232558139534,43,4.0,23.003
U_034ac8308a9b5cb9,fly,fly,0.0,1,0.0,2.62
U_035334deb50443ed,they are all mixtures one of one is a mixture of marbles and water one is a mixture of m and ms raisins peanuts and one is a mixture of paper clips and something else and then the other is a mixture of a bunch of different kinds of salad i,there are all mixtures one of one is a mixture of marbles and water one is a mixture of mms raisins peanuts and one is a mixture of paper clips and something else and then the other is a mixture of a bunch of different kinds of solid,0.1176470588235294,51,6.0,29.913
U_03607c69ed32ea2a,mad,mad,0.0,1,0.0,1.98
U_036181faded2173f,because they're using photosynthesis and the energy from the sun goes to them and the energy from the grass goes to the primary consumer and from the primary consumer goes to the consumer and then from the consumer goes to the decomposers,because they're using photosynthesis and the energy from the sun goes to them and the energy from the grass goes to the primary consumer and from the primary consumer goes to the consumer and then from the consumer goes to the decomposers,0.0,42,0.0,17.873
U_037de0dd53207b43,that this is showing us uh like the i guess the digestive system of a human,think that this is showing us a like the digestive system of a human,0.3333333333333333,16,5.333333333333333,15.198
U_0390e31b1e9a8d80,to run the light bulb what you do is you take the battery and you take the wires you put one side of the wire the positive terminal terminal of the battery the other side on the bulb casing then you take the other wire put it on the negative terminal terminal and put that on the bulb base,to run the um light bulb what you do is you take the battery and you take the wires you put um one side of the wire on the positive terminal terminal of the battery the other side on the bulb casing then you take the other wire put it on the negative terminal and put that on the bulb base,0.0338983050847457,59,2.0,22.371
U_039399c9603b35d0,i observed that the candle is melting actually this is quite fascinating and it keep melting,i observe that the candle is melting actually in this picture quite fast and yes it keeps melting,0.375,16,6.0,9.204
U_039c72bd6dc8dce8,yes,yes,0.0,1,0.0,1.319
U_039e293b1b326503,because it can move really fast with its webbed feet,because it can move really fast with its webs to feed,0.3,10,3.0,3.528
U_03a754ef7640fc18,i don't know,i don't know,0.0,3,0.0,1.05
U_03b48fd3dddd945a,it wouldn't work because a rock is a metal whereas a straw metal thing,it wouldn't work because a rock isn't metal straw isn't metal it's plastic it's just a little thing,0.8,14,11.2,14.418
U_03bcc901bac599a7,it has four different important systems like hydrosphere the biosphere geosphere and atmosphere and they all work together to create the whole world and because if the biosphere is all the living the living organisms like plants animals monkeys bears and even us humans,it has four different important systems like the hydrosphere the biosphere geosphere and atmosphere and they all work together to create the whole world and because if the biosphere is all the living the living organisms like plants uhm animals monkeys bears and even us humans,0.0454545454545454,44,2.0,27.966
U_03bf6e7dc958229c,um it um see this was a long time ago it it doesn't digest your food but it's like it's where your food sits for a while and it can take a really long time in your stomach,uhm it uhm let's see this is a long time ago it it doesn't digest your food but it's like it's where your food sits for a while and it can take a really long time to and you're stuck,0.2564102564102564,38,9.743589743589745,14.439
U_03c1617954da1448,well electricity can only flow through metal and not well popsicle sticks because that's where electricity is made it can only flow through metal it can't flow through anything else just metal so that's why nothing is happening here because the the popsicle is not allowing the electricity to flow,well electricity can only flow through metal and not through popsicle sticks because that's the way electricity is made it can only flow through metal it can't flow through anything else just metal so that's why nothing is happening here because the the popsicle stick is not allowing the electricity to flow,0.0754716981132075,50,3.7735849056603774,25.898
U_03dc25b1cdee6033,that c o two doesn't go through your body or it will be very bad for your lungs,that c o two doesn't go through your body or it will be very bad for your lungs,0.0,18,0.0,6.425
U_03e0d52cdc4f70d3,the other side of the graph is showing how many washers we put in until the magnet force broke,the other side of the graph is showing how many washers we put in until the magnetic force broke,0.0526315789473684,19,1.0,7.654
U_03e16792201baa73,you're checking to see how hard the rock is,you're checking to see how hard the rock is,0.0,9,0.0,4.538
U_03e628bd6a7a579d,they were all the same,they were all the same,0.0,5,0.0,1.408
U_03edd658a7eee8e3,get their energy from dead uhm material and so if something dies then the bacteria will eat it,get their energy from dead material and so if something dies then the bacteria will eat it,0.0555555555555555,18,1.0,9.741
U_04035bb3fee5ea2e,the oesophagus moves food down into the stomach,the esophagus moves food down into the stomach,0.0,8,0.0,3.454
U_04058c5f901342e5,it was so much water,it was so much water,0.0,5,0.0,1.575
U_0422504a03d2f51e,orange juice,what's shoes,1.5,2,3.0,1.201
U_0428aa503b6bb4bf,yes they need air to survive because they are a living organism,yes they need air to survive because they're a living organism,0.0,12,0.0,4.553
U_042b48bf1bc4eb89,with a with a like a mass weigher,with uh with uh like a mass layer,0.375,8,3.0,7.033
U_0432bd4d43c83572,eat,eat,0.0,1,0.0,1.47
U_0435ba5a4965e576,i don't understand marni,i don't understand marni,0.0,4,0.0,3.383
U_0442dbb867134803,well for me i've got to go now so goodbye,well for me i got a glimmer so goodbye,0.3636363636363636,10,3.6363636363636367,3.587
U_04477a2c075237c0,tray,tray,0.0,1,0.0,1.83
U_0456d0aa4c26eafd,mad at chu i'm just kidding,i'm just kidding,0.4285714285714285,6,2.571428571428571,3.789
U_0456da8c8bd2fdd7,car is a system to get around suitcase is a system to get around t v is a system to watch stuff on earth is a system to live on,core is a system to get around suitcases a system to get around tv is a system to watch stuff on and it's a system to live on,0.2333333333333333,30,7.0,9.964
U_0487c7784880a7b1,yes there's another problem with it because well it just doesn't really make things right,yes but there's another problem with it because well it just doesn't really make things right,0.0588235294117647,15,0.8823529411764706,8.935
U_04885b850e171691,stuff and more stuff and then next to jellybean,stuff and extra jelly beans,0.7777777777777778,9,7.0,7.425
U_048c6b5070d32253,the negative um no the um electricity flows through the negative side and goes t to through the positive er yes,the negative s um no the um electricity flows through the negative side and goes t through the positive for yes,0.1578947368421052,21,3.31578947368421,9.87
U_04a1e0e8357404f3,plants don't always need shelter unless they're in,plants don't always need shelter unless they're in,0.0,8,0.0,4.719
U_04a1fb6f7f860c54,i don't really know what the battery's all about because i don't know,i don't really know what the battery's all about because i don't know,0.0,13,0.0,5.75
U_04a41bc70ded6bb7,egg,egg,0.0,1,0.0,0.642
U_04b4ec34189bf10e,pancake,pancake,0.0,1,0.0,1.81
U_04b7e0c18ae14541,i think the biosphere is living organisms like fish as you as in this picture birds kids and humans plants trees and things that are living on earth,i think the biosphere is living organisms like fish as you as in this picture birds kids and humans plants trees and things that are living on earth,0.0,28,0.0,19.526
U_04d40c2fb76d5719,it actually helps our environment because it breaks down dead organisms that don't need to be in our environment and just makes our environment more much more dirty and same with the dirt and everything it breaks down,it actually helps our environment because it breaks down dead organisms that don't need to be in our environment and just makes our environment more much more dirty and same with the dirt and everything that it breaks down,0.0256410256410256,38,0.9743589743589745,13.543
U_04d9686cb5da60fb,the metal part,the metal part,0.0,3,0.0,2.735
U_04de893f2a25ff7a,well we're learning about measurements and well right now in measurement we're learning about the we're learning about meters centimeters and millimeters,well we're learning about measurements and well right now in measurement we're learning about the we're learning about meters centimeters and millimeters,0.0,22,0.0,15.996
U_04e3fd41edba433f,uh your lungs number e letter e,your lungs number letter,0.3333333333333333,7,2.333333333333333,5.215
U_04e6c25e80c74773,um when the the battery is connected to the to the light bulbs from the both of the sides and there's one in the middle of the light bulbs from there it goes to both of them and it goes back to the light battery and it goes it rotates the same electricity that it gives to all of them,um when the the battery is connected to the l to the light bulbs from the both of the sides and there's one in the middle of the light bulbs from there it goes to both of them then it goes back to the battery and it goes it rotates the same electricity that it gives to all of them,0.05,60,3.0,27.447
U_05034229ae45600d,well there's the mouth and then there's like a that goes down to the stomach and then there's like the long tube that it digests through,uhm well there's the mouth and then there's like a that goes down to the stomach and then there's like a big long tube that it digests it through,0.1379310344827586,26,3.586206896551724,15.267
U_050f7c10b45439ee,bee,bee,0.0,1,0.0,3.049
U_050fbecd3a22b10f,the boy,the boy,0.0,2,0.0,1.146
U_0510bdee91e04c7c,our nose and mouth and our lungs,our nose our mouth and our lungs,0.1428571428571428,7,1.0,2.742
U_051b799d6327269f,yes we used a sponge this morning,yes we used a sponge this morning,0.0,7,0.0,2.454
U_0522b37d23d5813f,did you said a big white and black dog,they use it a big for a brother,0.7777777777777778,9,7.0,3.903
U_0524a3edab0e5983,we've been learning about the human circulatory system and respiratory system,we've been learning about the human uhm circulatory system and respiratory system,0.0833333333333333,11,0.9166666666666666,5.929
U_052bfcd1d51c4e2c,chews the food down in little pieces,chews the food down in little pieces,0.0,7,0.0,2.232
U_052e4532bb9370ff,ham,ham,0.0,1,0.0,2.58
U_0534d3f7a45b4eab,the objects working together are the propeller the rubber band the flight line and the straw holding the plane up,the objects working together are the propeller the rubber band the flight line and the straw holding the plane up,0.0,20,0.0,7.918
U_0537d11bb55f6836,es it increases as well,e it increases as well,0.2,5,1.0,2.427
U_053ea42f6781a1f5,i don't know,i don't know,0.0,3,0.0,0.812
U_053ff226c8a911c6,i see like a bunch of leafs,i see like a bunch of leaves,0.1428571428571428,7,1.0,2.89
U_054b362301f1fb78,patrick i'm this is patrick this light both bulbs really we'll because its series circuit does,patric lights both bulbs brightly where the circuit does,0.625,16,10.0,9.971
U_055444e3a49042c7,so us humans can know what to give to give food for them so they can break down exactly what they need to eat with exactly what they need to,so as humans can know what to give to give food for them so they can break down exactly what they need to eat what exactly what they need to,0.0666666666666666,30,2.0,8.669
U_0556ca438d44fde9,one might one um most of them were nineteen then two of the teams were twenty,one might one um most of them were nineteen then two of the teams were twenty,0.0,16,0.0,5.558
U_05743363ebd8c0bc,maybe it means electricity is flowing,maybe it means electricity is flowing,0.0,6,0.0,4.093
U_05857bf232bceee3,i hope i get to learn with you again cause you were a great teacher and thank you for your,i hope i get to learn with you again because you were a great teacher and thank you for your comment,0.1,20,2.0,10.626
U_059a2c9460d4e05c,we have been learning about how prey gets away from their predators,we have been learning about how prey gets away from their predators,0.0,12,0.0,3.912
U_05a5f0303768a244,fly,fly,0.0,1,0.0,1.6
U_05bbe4075d43043d,the electricity flows into the d cell and it flows toward the battery and then it comes back down through the bulb base and it flows towards the positive terminal coming out again to the negative terminal flowing up towards the light bulb again,the electricity flows into the d cell and uhm it flows toward the battery and then it comes back down through the bulb base and it flows towards the positive terminal coming out again through the negative terminal flowing uhm up towards the light bulb again,0.0681818181818181,44,3.0,19.896
U_05c37e8fe9a75d34,keeping the leaf in shape,keeping the leaf in shape,0.0,5,0.0,2.438
U_05cc147f970ccf02,the solute salt,the solute salt,0.0,3,0.0,4.957
U_05cf9b6efc0d06a3,then it wouldn't work,then it wouldn't work,0.0,4,0.0,1.308
U_05dd037c929af773,i've been learning about living systems and about uhm worms and worm habitats,i've been learning about living systems and about worms and worm habitats,0.0714285714285714,13,0.9285714285714284,9.504
U_05de8077e5d35431,that's not salt and water,it's not salt and water,0.1666666666666666,5,0.8333333333333333,1.885
U_05de8ecfdc276cc4,it has water and air but it does not have any sun,it has water and air but it does not have any sun,0.0,12,0.0,5.965
U_05f7dd9b3fa3d3f9,what do you mean what is this all about,what do you mean what is this all about,0.0,9,0.0,2.813
U_05fd4db868069713,i see the veins leading to three air sacs,i see the veins leading to three air stacks,0.1111111111111111,9,1.0,3.403
U_061cfbf05ed63ebe,ore,ore,0.0,1,0.0,2.14
U_0620add7514c36b6,that when when i clicked on one light bulb the other light bok like went dim,that when when i clicked on one light bulb the other light bulb like went dim,0.0625,16,1.0,8.897
U_062dab2705bb51d8,well to connect the wires um with those metal thingamajiggies if you put them to touching and then a wire they um they can send electricity thro right through it cause it's metal and it has iron particles,well to connect the wires um with those metal thingamajiggies if you put them touching then a wire they um they can send electricity thr right through it cause it's metal and it has iron particles,0.081081081081081,38,3.081081081081081,19.149
U_063030750f1514df,i think the producers are the bacteria the mushrooms the grass the porcupine uhm the hare the rabbit because they all make their own food,i think the producers are the bacteria the mushrooms the grass the the um the hare the rabbit because they all make their own food,0.08,25,2.0,21.889
U_063c2846f1ac68f1,i see a plant and a cheeseburger,i see a plant and a cheeseburger,0.0,7,0.0,9.162
U_064d23c48666759b,we've been learning about adaptations,we've been learning about adaptions,0.1666666666666666,5,0.8333333333333333,2.651
U_0651c71f2c754554,i see them moving around just kidding jk i see the yeast that's as simple of an answer you're going to get,i see them moving around just kidding j k uhm i see the yeast that's as simple of an answer you're going to get,0.125,21,2.625,12.949
U_065995f16535982b,how we would use your m yes well that's centimeters and smaller things or like if you're trying to measure how far up like a door handle is from the bottom of the door it's about a meter so you yes you can use it in height and width,well we would use your m yes well that's centimeters and smaller things or like if you're trying to measure how far up like a door handle is from the bottom of the door it's about a meter so you yes you you can use it in height and width,0.0384615384615384,49,1.8846153846153848,19.936
U_065b0f52f2acdcdc,um water and air um a crucial part um a crucial part of a plant's life it needs water and air to grow,water and air a crucial part a crucial part of the plant's life it needs water and air to grow,0.0476190476190476,23,1.0952380952380951,9.331
U_065fa8cb4028cd12,well you don't learn how to do it it just happens automatically,well you don't learn how to do it it just happens automatically,0.1666666666666666,12,2.0,4.919
U_06651c4e5abd29ec,sunlight the plants do need sunlight to,sun the plants do need sunlight to,0.1428571428571428,7,1.0,2.923
U_06658501db08d9f8,yes,yes,0.0,1,0.0,0.801
U_0670a631123674b3,instead of drinking his milk willie ate a green apple,instead of drinking his milk willie ate a green apple,0.0,10,0.0,9.75
U_0682da39dc305cb1,because if the wire is barely touching then it won't be as strong and if the wire is gripping it then it will be stronger,because if the wire is barely touching then it won't be as strong and if the wire is gripping it then it will be stronger,0.0,25,0.0,7.343
U_069482ccd20341d4,okay,okay,0.0,1,0.0,0.836
U_06a6cb03661dfc01,oh and it swings back and forth,oh and it swings back and forth,0.0,7,0.0,2.186
